StopID,Name,Shortname,Municipality,Zone,X,Y,RealTimeDatabaseID
3011961,Nyland stasjon [buss],NYLS,OSL,1,604476,6646675,1
3011962,Stanseveien (i østre Aker vei),STAN,OSL,1,604875,6646963,1
3011965,Stålfjæra,STÅL,OSL,1,605129,6647322,1
3011966,Falch-gården,FALG,OSL,1,604874,6647066,1
3011967,Stanseveien (i Stanseveien),STAV,OSL,1,604689,6646954,1
3011970,Grorud [tog],GRD,OSL,1,605415,6647330,3
3011971,Grorud stasjon (i Grorudvn),GRDST,OSL,1,605355,6647473,1
3011972,Grorud stasjon (Ø.Akerv mot øst),GRDS,OSL,1,605296,6647339,1
3011973,Bekkenstenveien,BKSV,OSL,1,605338,6647696,1
3011974,Nordlisvingen,NLS,OSL,1,605245,6647484,1
3011975,Grorudveien (i Stanseveien),GRV,OSL,1,605307,6647641,1
3011976,Vestbyveien (i Bekkenstenvn),VBV,OSL,1,605439,6647726,1
3011977,Vestbyveien (i Jernkroken),VBYV,OSL,1,605594,6647660,1
3012000,Økern [T-bane],ØKE,OSL,1,600924,6644795,2
3012001,Økern T (ved senteret),ØKET,OSL,1,600899,6644863,1
3012002,Økern (ved Økern torgvei),ØKER,OSL,1,600918,6644931,1
3012003,Økernkrysset (i Store Ringvei),ØKEK,OSL,1,600725,6644786,1
3012004,Haslelund,HASL,OSL,1,600996,6644317,1
3012006,Økern næringspark,ØKNÆ,OSL,1,601227,6644644,1
3012007,Lånekassen,LÅNE,OSL,1,601243,6644802,1
3012010,Risløkka [T-bane],RLØ,OSL,1,601862,6645292,2
3012011,Risløkkalleen,RLØA,OSL,1,601903,6645126,1
3012012,Nedre Risløkka,NRLØ,OSL,1,601266,6645013,1
3012013,Rabbeveien,RABV,OSL,1,601378,6645245,1
3012014,Anton Tschudis vei,ATV,OSL,1,601456,6645611,1
3012015,Lundliveien,LULV,OSL,1,601223,6645668,1
3012016,Økern aldershjem,ØKAL,OSL,1,601020,6645274,1
3012020,Vollebekk [T-bane],VOL,OSL,1,602333,6645731,2
3012022,Vollebekkveien,VOBV,OSL,1,602019,6645768,1
3012023,Kroklia,KROL,OSL,1,601679,6645805,1
3012024,Øvre Risløkka,ØRLØ,OSL,1,601883,6645899,1
3012025,Økernbråten,ØKEB,OSL,1,601988,6646105,1
3012030,Linderud [T-bane],LIN,OSL,1,602748,6646293,2
3012031,Linderud T [buss],LINT,OSL,1,602752,6646336,1
3012032,Linne hotell,LINH,OSL,1,602210,6646111,1
3012033,Nedre Vollebekk,NVOL,OSL,1,602128,6645435,1
3012034,Siemens,SIEM,OSL,1,602892,6646043,1
3012035,Vollebekk (i Østre Aker vei),VOLB,OSL,1,602438,6645709,1
3012036,Veitvetveien,VEIV,OSL,1,603693,6646238,1
3012040,Veitvet [T-bane],VEI,OSL,1,603167,6646659,2
3012041,Veitvet (i Trondheimsveien),VEIT,OSL,1,603110,6646800,1
3012042,Veitvetstubben,VEIS,OSL,1,602879,6646573,1
3012043,Linderudsletta (sydsiden),LINS,OSL,1,602559,6646577,1
3012044,Linderudsletta (nordsiden),LISL,OSL,1,602549,6646639,1
3012045,Linderud senter (på brua),LINR,OSL,1,602613,6646574,1
3012046,Øvre Lunden,ØLU,OSL,1,602136,6646487,1
3012047,Kolåsbakken,KOBK,OSL,1,602355,6646638,1
3012050,Alna [tog],ALN,OSL,1,602500,6645160,3
3012051,Knud Bryns vei,KBV,OSL,1,601995,6644725,1
3012052,Nordre Hovin,NOHO,OSL,1,602204,6645167,1
3012055,Haraldrudveien,HRUV,OSL,1,602057,6644407,1
3012056,Persveien,PERV,OSL,1,601542,6644209,1
3012059,Travbanen,TRAB,OSL,1,601218,6646367,1
3012060,Bjerke (nordsiden av Trondhvn),BJE,OSL,1,601068,6646424,1
3012061,Bjerke (sydsiden av Trondhvn),BJER,OSL,1,601113,6646381,1
3012062,Refstadsvingen,REFS,OSL,1,601519,6646314,1
3012063,Refstadveien,REV,OSL,1,601809,6646169,1
3012064,Brobekk,BROB,OSL,1,601551,6646590,1
3012065,Årvoll senter,ÅRS,OSL,1,601027,6646645,1
3012066,Årvollveien,ÅRV,OSL,1,601159,6646790,1
3012070,Tonsenhagen,TO,OSL,1,602135,6646827,1
3012071,Tonsenhagen torg,TOT,OSL,1,601809,6646943,1
3012072,Stig,STIG,OSL,1,601541,6646928,1
3012073,Østreheimsveien,ØHV,OSL,1,601390,6646998,1
3012074,Steinbakken,STEB,OSL,1,601090,6646944,1
3012075,Stølsvegen,STØV,OSL,1,600929,6646960,1
3012076,Lofthus,LOFT,OSL,1,600735,6646922,1
3012077,Årrundveien,ÅRRV,OSL,1,600823,6646723,1
3012080,Aker sykehus (nordsiden Trh.vn),ASY,OSL,1,600429,6646189,1
3012081,Aker sykehus (sydsiden Trh.vn),AKSY,OSL,1,600414,6646150,1
3012086,Sinsenveien,SSV,OSL,1,600257,6645423,1
3012087,Lørenvangen,LØRV,OSL,1,600504,6645273,1
3012100,Sinsen [T-bane],SIS,OSL,1,599570,6645780,2
3012101,Sinsen T [buss],SIST,OSL,1,599591,6645670,1
3012102,Sinsenkrysset (sydsiden Trh.vn),SKRS,OSL,1,599798,6645809,1
3012103,Sinsenkrysset (Ringv. mot syd),SIKR,OSL,1,599800,6645727,1
3012104,Sinsenkrysset (nordsiden Trh.vn),SKRN,OSL,1,599771,6645867,1
3012105,Sinsenkrysset [trikk],SS,OSL,1,599648,6645973,1
3012110,Grefsen [tog],GF,OSL,1,599445,6646290,3
3012111,Grefsen stasjon [trikk],GFS,OSL,1,599524,6646271,1
3012112,Grefsen stasjon (Ringvn mot syd),GRST,OSL,1,599537,6646153,1
3012113,Grefsen stasjon (Ringv mot nord),GFST,OSL,1,599537,6646210,1
3012120,Storo [T-bane],STR,OSL,1,599359,6646583,2
3012121,Storo (på brua),STOT,OSL,1,599353,6646646,1
3012122,Storo (Ringvei-rampe sydover),STORT,OSL,1,599373,6646697,1
3012123,Storo (Ringvei-rampe nordover),STOR,OSL,1,599396,6646718,1
3012125,Nydalen [tog],NDA,OSL,1,598790,6647435,3
3012126,Nydalen stasjon (Ringveien),NYDS,OSL,1,598838,6647488,1
3012127,Lillo terrasse,LILT,OSL,1,599167,6647304,1
3012130,Nydalen [T-bane],NYD,OSL,1,598635,6647130,2
3012131,Nydalen T [buss],NYDT,OSL,1,598725,6647077,1
3012134,Gullhaugveien,GUHV,OSL,1,598844,6647039,1
3012135,Tamburveien,TAV,OSL,1,598782,6647296,1
3012140,Disen,D,OSL,1,599842,6646774,1
3012141,Lettvinten,LETV,OSL,1,599682,6646731,1
3012142,Nordre Åsen,NÅS,OSL,1,599815,6646546,1
3012143,Aschehougs vei,ASHV,OSL,1,600142,6646810,1
3012144,Sanatoriet (i Kjelsåsveien),SANT,OSL,1,600161,6647160,1
3012145,Sanatoriet (i Grefsenveien),SANA,OSL,1,599990,6647185,1
3012146,Glads vei,GLAV,OSL,1,599718,6647462,1
3012147,Grefsenplatået,GP,OSL,1,599727,6647859,1
3012150,Akebakken,AKEB,OSL,1,600377,6647502,1
3012151,Grefsenkollveien,GKV,OSL,1,600319,6647352,1
3012152,Grefsenseteren,GSET,OSL,1,600444,6647813,1
3012153,Trollveiskrysset,TRVK,OSL,1,600416,6648145,1
3012154,Kirketomta,KIRT,OSL,1,600373,6648325,1
3012155,Gulldalen,GULD,OSL,1,600275,6648610,1
3012156,Heia (i Lachmanns vei),HEIA,OSL,1,600284,6648870,1
3012157,Rønningen,RØNN,OSL,1,600243,6649066,1
3012158,Rundhaugen,RUH,OSL,1,600254,6649275,1
3012160,Kjelsås [tog],KJE,OSL,1,599530,6648980,3
3012161,Kjelsås stasjon [buss],KJS,OSL,1,599495,6648930,1
3012162,Kjelsås (i Midtoddveien),KJ,OSL,1,599661,6648778,1
3012163,Kjelsåsalleen (i Midtoddveien),KJA,OSL,1,599620,6648649,1
3012164,Kjelsåsalleen (i Kjelsåsveien),KJAL,OSL,1,599559,6648651,1
3012165,Grefsen stadion,GST,OSL,1,599668,6648323,1
3012166,Lyngåsveien,LÅSV,OSL,1,599892,6647904,1
3012167,Brannvaktveien,BRAV,OSL,1,600103,6647602,1
3012171,Othilie Tonnings vei,OTV,OSL,1,599194,6647412,1
3012172,Betzy Kjelsbergs vei,BKJV,OSL,1,598988,6647551,1
3012173,Kapellveien,KAPV,OSL,1,598912,6647707,1
3012174,Lillo sykehjem,LILS,OSL,1,599305,6647469,1
3012175,Morells vei,MORV,OSL,1,599547,6646979,1
3012181,Grefsenlia,GLIA,OSL,1,600369,6647196,1
3012191,Frysja,FRY,OSL,1,599046,6649036,1
3012192,Stillatorvet,STIT,OSL,1,599182,6648977,1
3012194,Brekke,BR,OSL,1,599028,6649312,1
3012210,Ullevål stadion [T-bane],UST,OSL,1,596764,6646753,2
3012211,Ullevål stadion (i Sognsveien),USTA,OSL,1,596768,6646931,1
3012212,Ullevål stadion (Ringveien),US,OSL,1,596691,6647066,1
3012213,Yrkesskolen,YS,OSL,1,596566,6647229,1
3012214,Solvang,SOLV,OSL,1,596504,6647503,1
3012215,Bregneveien,BREV,OSL,1,596647,6647653,1
3012220,Berg [T-bane],BER,OSL,1,597463,6647265,2
3012221,Berg (Ringveien),BERG,OSL,1,597399,6647338,1
3012224,Christophers vei,CHRV,OSL,1,597777,6647109,1
3012225,Østhellinga,ØSHE,OSL,1,597717,6646767,1
3012226,Tåsen alle,TSA,OSL,1,597675,6646482,1
3012230,Tåsen [T-bane],TS,OSL,1,597869,6647555,2
3012231,Tåsen senter,TSS,OSL,1,597804,6647405,1
3012233,Bergrådveien,BRÅV,OSL,1,598144,6647509,1
3012234,Øvre Stabburvei,ØSTV,OSL,1,598342,6647598,1
3012235,Nygård,NYG,OSL,1,598347,6647452,1
3012236,Blåsbortveien,BLBV,OSL,1,598359,6647248,1
3012237,Godals vei,GOV,OSL,1,598312,6646890,1
3012238,Nydalsveien,NYDV,OSL,1,598536,6646871,1
3012240,Østhorn,ØSH,OSL,1,597737,6647878,2
3012245,Havnabakken,HAVB,OSL,1,597955,6648166,1
3012246,Korsvollbråtan,KBR,OSL,1,598059,6648141,1
3012255,Nordberghjemmet,NBGH,OSL,1,597437,6648388,1
3012260,Holstein,HLS,OSL,1,597190,6648295,2
3012264,Holsteinveien,HLSV,OSL,1,597154,6648427,1
3012265,Kongleveien,KOV,OSL,1,596895,6648343,1
3012266,Nordbergveien,NBGV,OSL,1,596763,6648013,1
3012270,Kringsjå [T-bane],KRÅ,OSL,1,596866,6648651,2
3012271,Kringsjå (nattbuss),KRÅ,OSL,1,596830,6648673,1
3012280,Sognsvann,SV,OSL,1,596805,6649021,2
3012290,Skibakken,SKIB,OSL,1,598512,6648187,1
3012291,Korsvollbakken,KBK,OSL,1,598429,6648055,1
3012292,Korsvoll,K,OSL,1,598584,6648543,1
3012293,Brekkehagan,BRH,OSL,1,598628,6648830,1
3012294,Brekkekrysset(i Maridalsveien),BRK,OSL,1,598618,6649096,1
3012295,Brekkekrysset (i Kjelsåsveien),BRKR,OSL,1,598657,6649099,1
3012297,Svensenga,SVE,OSL,1,598826,6648666,1
3012305,Frøen,FRØ,OSL,1,595520,6645361,2
3012307,Frøensalleen,FRØA,OSL,1,595551,6645446,1
3012310,Steinerud [T-bane],STE,OSL,1,595233,6645851,2
3012311,Steinerud [buss],STET,OSL,1,595238,6645875,1
3012313,Risalleen,RISA,OSL,1,595193,6646470,1
3012314,Risbakken,RISB,OSL,1,594996,6646369,1
3012315,Vinderen [T-bane],VIN,OSL,1,595242,6646227,2
3012316,Vinderen T (i Holmenveien),VINT,OSL,1,595211,6646238,1
3012317,Viggo Hansteens vei,VHV,OSL,1,594933,6646311,1
3012320,Gaustad [T-bane],GAU,OSL,1,595535,6646617,2
3012321,Gaustad T [buss],GAUT,OSL,1,595554,6646613,1
3012322,Gaustad (Ringveien),GAUS,OSL,1,595707,6646632,1
3012323,Gaustadalleen,GAUA,OSL,1,595953,6646610,1
3012324,Rikshospitalet,RI,OSL,1,595860,6646826,1
3012325,Ris [T-bane],RIS,OSL,1,595217,6646852,2
3012326,Ris T [buss],RIST,OSL,1,595215,6646868,1
3012330,Slemdal [T-bane],SLE,OSL,1,594644,6647152,2
3012331,Slemdal T [buss],SLET,OSL,1,594661,6647122,1
3012332,Grimelundsveien,GLUV,OSL,1,594565,6646469,1
3012333,Tråkka,TRÅK,OSL,1,594375,6646583,1
3012334,Dalsveien,DALV,OSL,1,594338,6646859,1
3012335,Stasjonsveien,STV,OSL,1,594333,6647068,1
3012336,Holmenhavna,HH,OSL,1,593870,6647117,1
3012340,Gråkammen [T-bane],GRK,OSL,1,595028,6647620,2
3012345,Gulleråsen [T-bane],GUL,OSL,1,594748,6647704,2
3012349,Svenstua [buss],SVST,OSL,1,594365,6647853,1
3012350,Vettakollen [T-bane],VET,OSL,1,594690,6648158,2
3012355,Skådalen [T-bane],SKÅ,OSL,1,594410,6648361,2
3012360,Midtstuen [T-bane],MST,OSL,1,593977,6648298,2
3012362,Lybekkveien,LYBV,OSL,1,593493,6647317,1
3012363,Krags vei,KRAV,OSL,1,593066,6647527,1
3012364,Ryghs vei,RYGV,OSL,1,592818,6647693,1
3012365,Besserud [T-bane],BES,OSL,1,593474,6647897,2
3012366,Midtstuen [buss],MIDST,OSL,1,594049,6648089,1
3012367,Besserud T [buss],BESS,OSL,1,593462,6647856,1
3012370,Holmenkollen [T-bane],HK,OSL,1,592869,6648156,2
3012375,Voksenlia [T-bane],VLA,OSL,1,592392,6648879,2
3012380,Skogen [T-bane],SKO,OSL,1,591956,6649795,2
3012385,Lillevann [T-bane],LIV,OSL,1,592243,6650395,2
3012390,Voksenkollen [T-bane],VKO,OSL,1,592936,6650360,2
3012410,Makrellbekken [T-bane],MAK,OSL,1,593519,6646106,2
3012411,Makrellbekken (i Sørkedalsveien),MAB,OSL,1,593505,6646101,1
3012412,Bernhard Herres vei,BHV,OSL,1,593960,6646112,1
3012413,Holmendammen,HD,OSL,1,593857,6646425,1
3012415,Holmenenga,HE,OSL,1,593637,6646885,1
3012416,Gressbanen,GRB,OSL,1,593569,6647109,1
3012420,Holmen [T-bane],HOL,OSL,1,593169,6646555,2
3012425,Arnebråtveien,ABV,OSL,1,593033,6647108,1
3012426,Amagerveien,AMAV,OSL,1,592860,6647225,1
3012428,Husebyleiren,HUL,OSL,1,592473,6646145,1
3012429,Huseby skole,HUS,OSL,1,592523,6646545,1
3012430,Hovseter [T-bane],HS,OSL,1,592451,6646595,2
3012431,Hovseter T [buss],HST,OSL,1,592500,6646603,1
3012433,Hovseter skole,HSK,OSL,1,592533,6646944,1
3012434,Hovseterhjemmet,HSH,OSL,1,592560,6647131,1
3012435,Orebakken,OREB,OSL,1,592547,6647425,1
3012436,Voksen skole,VSKL,OSL,1,592364,6647456,1
3012442,Ostadalsveien,OSDV,OSL,1,592059,6646507,1
3012443,Aslakveien,ASLV,OSL,1,592022,6646169,1
3012444,Røa næringspark,RØNÆ,OSL,1,592131,6646050,1
3012445,Ullerntoppen,ULT,OSL,1,592098,6645734,1
3012450,Røa [T-bane],RØA,OSL,1,591866,6646614,2
3012451,Røa T (i Vækerøveien),RØAT,OSL,1,591776,6646648,1
3012452,Austliveien,AUSV,OSL,1,591898,6646548,1
3012453,Kristian Auberts vei,KAV,OSL,1,591699,6645942,1
3012456,Røa kirke,RØAK,OSL,1,591845,6646966,1
3012460,Ekraveien [T-bane],EKV,OSL,1,591446,6647005,2
3012461,Ekraveien [buss],EKRV,OSL,1,591304,6647254,1
3012462,Bjerkebakken,BJEB,OSL,1,591509,6647054,1
3012464,Trettebakken,TREB,OSL,1,591525,6647527,1
3012465,Nordengveien,NENV,OSL,1,591473,6647778,1
3012466,Linhusveien,LHV,OSL,1,591675,6647839,1
3012467,Vennerstua,VENS,OSL,1,591794,6647482,1
3012470,Jarbakken,JAB,OSL,1,592548,6647552,1
3012472,Nordre Jarbakken,NJAB,OSL,1,592382,6647735,1
3012473,Sagstua,SAGS,OSL,1,592113,6648144,1
3012474,Himstadplassen,HIP,OSL,1,591914,6648446,1
3012475,Bogstad Camping (i Ankerveien),BC,OSL,1,591718,6648326,1
3012476,Peder Ankers plass,PANP,OSL,1,591606,6648294,1
3012480,Voksen skog,VSK,OSL,1,591778,6649791,1
3012481,Grindbakken,GRIB,OSL,1,591785,6649313,1
3012482,Åsly,ÅSLY,OSL,1,591804,6649060,1
3012483,Liabakken,LIAB,OSL,1,591822,6648795,1
3012500,Skøyen [tog],SKØ,OSL,1,593845,6643955,3
3012501,Skøyen stasjon [buss],SKØS,OSL,1,593873,6643933,1
3012502,Skøyenbrua (i Hoffsveien),SKØB,OSL,1,593839,6644011,1
3012503,Sjølyst (rundkjøring),SJØL,OSL,1,593655,6643836,1
3012504,Sjølyst (båtopplaget),SJØB,OSL,1,593622,6643742,1
3012505,Skøyen (ved Lilleakerbanen),SK,OSL,1,593991,6644077,1
3012507,Thune,THU,OSL,1,594369,6643882,1
3012510,Hoff (Lilleakerbanen),HOFF,OSL,1,593656,6644229,1
3012511,Hoff (i Hoffsveien),HOFH,OSL,1,593646,6644276,1
3012512,Hoff terrasse,HOTE,OSL,1,593646,6644536,1
3012513,Jarlsborgveien,JBV,OSL,1,593677,6644814,1
3012514,Smestaddammen,SMDD,OSL,1,593817,6645298,1
3012515,Abbediengen (Lilleakerbanen),ABB,OSL,1,593072,6644185,1
3012520,Ullern (Lilleakerbanen),ULL,OSL,1,592707,6644139,1
3012522,Maritim,MIM,OSL,1,593042,6643470,1
3012530,Furulund (Lilleakerbanen),FUL1,OSL,1,592261,6643680,1
3012533,Vækerø (nordsiden av E18),VÆKN,OSL,1,592221,6643147,1
3012534,Vækerø (sydsiden av E18),VÆKS,OSL,1,592342,6643166,1
3012535,Sollerud,SOLL,OSL,1,591836,6643772,1
3012540,Lilleaker (Lilleakerbanen),LIL,OSL,1,591451,6643720,1
3012541,Lilleaker (i Lilleakerveien),LILA,OSL,1,591470,6643743,1
3012542,CC Vest,CC,OSL,1,591504,6643450,1
3012544,Vækerøveien,VÆKV,OSL,1,591860,6644051,1
3012545,Øraker,ØRA,OSL,1,591099,6644193,1
3012547,Strandveien (Lysaker),STRV,OSL,1,591673,6642827,1
3012549,Lysaker (Lysakerlokket),LYSL,OSL,1,591395,6642857,1
3012550,Lysaker [tog],LY,OSL,1,591555,6642905,3
3012551,Lysaker stasjon (nordside Dr.vn),LYST,OSL,1,591537,6642847,1
3012552,Lysaker stasjon (sydside Dr.vn),LYSS,OSL,1,591636,6642832,1
3012553,Lysaker bru,LYB,OSL,1,591716,6642983,1
3012554,Lysaker brygge [buss],LYBR,OSL,1,591648,6642694,1
3012556,Volvat (i Sørkedalsveien),VOT,OSL,1,595261,6645131,1
3012560,Borgen [T-bane],BOR,OSL,1,594755,6645344,2
3012561,Borgen (i Sørkedalsveien),BORG,OSL,1,594849,6645340,1
3012562,Heggeli,HEG,OSL,1,594501,6645456,1
3012565,Smestad [T-bane],SMD,OSL,1,594117,6645612,2
3012566,Smestad (i Sørkedalsveien),SMS,OSL,1,594217,6645587,1
3012567,Smestad (Ringveien),SMST,OSL,1,594000,6645618,1
3012575,Montebello [T-bane],MBO,OSL,1,593076,6645268,2
3012576,Husebyveien,HUSV,OSL,1,593650,6645331,1
3012577,Montebelloveien,MBOV,OSL,1,593186,6644926,1
3012580,Ullernåsen [T-bane],ULÅ,OSL,1,592540,6644905,2
3012583,Radiumhospitalet,RAD,OSL,1,592747,6644652,1
3012584,Blokkajordet,BLOJ,OSL,1,592089,6644202,1
3012585,Åsjordet [T-bane],ÅSJ,OSL,1,592037,6644626,2
3012591,Bjørnsletta (i Vækerøveien),BJS,OSL,1,591617,6644464,1
3012592,Lyseveien,LYV,OSL,1,591587,6644804,1
3012593,Lysejordet,LYJ,OSL,1,591634,6645174,1
3012594,Møllefaret,SANB,OSL,1,591674,6645605,1
3012599,Lyseskrenten,LYSK,OSL,1,591073,6644391,1
3012609,Tverrveien,TVVN,OSL,1,590522,6651513,1
3012610,Bogstad badeplass,BBP,OSL,1,591461,6649155,1
3012611,Bogstad gård,BGÅ,OSL,1,590932,6649509,1
3012612,Strøm,STRM,OSL,1,590539,6650153,1
3012613,Zinober,ZIN,OSL,1,590490,6650648,1
3012614,Årnes (Wyllerløypa),ÅRNE,OSL,1,590421,6651201,1
3012615,Bakk,BAKK,OSL,1,590545,6651716,1
3012616,Søndre Solberg,SSOL,OSL,1,590331,6652436,1
3012617,Nordre Solberg,NSOL,OSL,1,590308,6653385,1
3012618,Bjørnsgard,BJG,OSL,1,590474,6650937,1
3012619,Vestre Venner,VVEN,OSL,1,588688,6654473,1
3012620,Skansebakken,SKAB,OSL,1,588286,6654464,1
3012621,Sandbråten,SABR,OSL,1,588406,6654553,1
3012622,Nordre Venner,NVEN,OSL,1,588919,6654482,1
3012623,Søndre Venner,SVEN,OSL,1,589119,6654421,1
3012624,Lokalet,LOK,OSL,1,589377,6654349,1
3012625,Sørkedalen skole,SØSK,OSL,1,589886,6654385,1
3012626,Stubberud (i Sørkedalen),STU,OSL,1,590102,6653977,1
3012630,Frognerseteren [T-bane],FRS,OSL,1,593548,6650267,2
3012633,Engelsrud (i Maridalsvn),ENGR,OSL,1,598480,6649717,1
3012634,Brennenga,BENG,OSL,1,598299,6650166,1
3012635,Lokkeberget,LOB,OSL,1,598067,6650482,1
3012636,Skjerven (i Maridalen),SKJ,OSL,1,597799,6651155,1
3012637,Saga (i Maridalen),SAG,OSL,1,597802,6651435,1
3012640,Hammeren,HAM,OSL,1,597762,6652041,1
3012641,Kirkeby (i Maridalen),KIBY,OSL,1,598522,6652338,1
3012642,Maridalen Kirke,MARK,OSL,1,598830,6652709,1
3012643,Velhuset,VEHU,OSL,1,598927,6653311,1
3012644,Hauger (i Maridalen),HA,OSL,1,599036,6653667,1
3012645,Turterfaret,TUFA,OSL,1,599185,6654233,1
3012646,Brodin,BROD,OSL,1,599366,6654551,1
3012647,Sandermosveien,SAMV,OSL,1,599579,6654917,1
3012650,Skar,SKAR,OSL,1,599184,6655728,1
3012651,Skarsbakken,SKBA,OSL,1,599090,6654995,1
3012652,Rugda,RUGD,OSL,1,598817,6654391,1
3012653,Turtermarka,TUMA,OSL,1,598473,6653764,1
3012654,Maridalen skole,MARSK,OSL,1,598318,6653245,1
3012656,Øvre Vaggestein,ØVAG,OSL,1,599448,6655425,1
3012657,Granum,GRUM,OSL,1,599510,6655150,1
3012660,Solemskogen,SOLS,OSL,1,601437,6650501,1
3012661,Kalland,KALL,OSL,1,601258,6650404,1
3012662,Linderudkollen,LINK,OSL,1,601069,6650171,1
3012663,Setervollveien,SETV,OSL,1,600836,6650253,1
3012664,Kringlevann,KRIN,OSL,1,600670,6650163,1
3012665,Grefsenkollen,GK,OSL,1,600744,6648184,1
3012666,Trollvann,TRVA,OSL,1,600688,6648501,1
3012675,Snippen [tog],SNIP,OSL,1,600865,6655460,3
3012680,Movatn,MOVA,OSL,1,600985,6657010,3
3014015,Jernbanetorget (F.Olsens g nord),JERFN,OSL,1,597790,6642721,1
3014016,Jernbanetorget (F.Olsens g syd),JERFS,OSL,1,597754,6642645,1
3014017,Dronningens gate (i Dr. gate),DROGT,OSL,1,597653,6642706,1
3014022,Wessels plass (i Prinsens gt),WP,OSL,1,597385,6642882,1
3014023,Wessels plass (i Stortings gt),WESP,OSL,1,597254,6642978,1
3014067,Hammersborggata (Arb samf pl),HAMGT,OSL,1,597908,6643294,1